7674.066666666668	7390.8	6965.9	5961.7	NaN	NaN
7963.233333333334	7217.3	6098.4	NaN	NaN	NaN
7458.6	7588.0	6851.4	6177.3	NaN	NaN
7477.0	6179.4	5474.5	NaN	NaN	NaN
5926.400000000003	7091.0	7155.7	7408.9	NaN	NaN
6596.133333333333	6563.2	6513.8	5668.8	6424.6	NaN
5532.128571428571	5321.7	5076.2	NaN	NaN	NaN
6528.8	6720.8	6816.8	6653.4	NaN	NaN
6709.7	6458.6	NaN	NaN	NaN	NaN
7099.0	6666.9	6610.4	NaN	NaN	NaN
7526.733333333335	6801.1	6603.2	6394.1	6280.1	5936.9
6695.450000000001	6449.6	5957.9	5214.0	NaN	NaN
7345.8	7413.7	NaN	NaN	NaN	NaN
8055.8	7409.0	6290.4	NaN	NaN	NaN
7429.799999999997	7019.4	6916.8	NaN	NaN	NaN
6966.4	6824.5	6561.0	NaN	NaN	NaN
7689.8	7965.2	NaN	NaN	NaN	NaN
8208.8	8308.5	8408.2	7907.4	8027.8	7643.2
7688.6	7330.6	NaN	NaN	NaN	NaN
8145.400000000001	7562.8	6688.9	NaN	NaN	NaN
10377.0	7041.0	6373.8	NaN	NaN	NaN
6645.033333333334	6682.6	6795.3	NaN	NaN	NaN
7380.0	7125.8	7450.9	NaN	NaN	NaN
7132.4	7077.5	5625.8	NaN	NaN	NaN
6489.700000000001	6535.6	6581.5	NaN	NaN	NaN
7362.1	5868.1	5121.1	NaN	NaN	NaN
7349.2	6327.6	NaN	NaN	NaN	NaN
6410.057142857143	6336.8	5824.0	NaN	NaN	NaN
8719.6	8600.5	8736.0	NaN	NaN	NaN
6000.5	5680.9	NaN	NaN	NaN	NaN
8426.775	8351.4	8049.9	7518.4	7107.1	NaN
8753.3	8434.4	NaN	NaN	NaN	NaN
8369.9	8082.1	7557.5	7768.7	NaN	NaN
6095.266666666667	6483.0	6628.4	NaN	NaN	NaN
4154.699999999999	3850.1	3697.8	NaN	NaN	NaN
7239.4	7132.7	7230.0	NaN	NaN	NaN
6856.800000000002	6005.6	5686.4	NaN	NaN	NaN
5336.7	4985.1	NaN	NaN	NaN	NaN
6290.4	6072.3	NaN	NaN	NaN	NaN
6956.06	5472.2	5118.9	NaN	NaN	NaN
5493.9	5450.7	NaN	NaN	NaN	NaN
8134.800000000001	7007.6	6444.0	NaN	NaN	NaN
7904.0	6980.8	6729.1	5630.8	NaN	NaN
8257.2	7666.2	NaN	NaN	NaN	NaN
9267.2	9510.5	9753.8	NaN	NaN	NaN
9804.0	7578.0	6465.0	NaN	NaN	NaN
8108.8	7161.1	6634.6	NaN	NaN	NaN
7570.0	7679.8	NaN	NaN	NaN	NaN
6612.8	6288.2	NaN	NaN	NaN	NaN
5509.2	6300.2	6413.2	5810.4	NaN	NaN
6823.2	6348.4	NaN	NaN	NaN	NaN
7130.7	7014.4	NaN	NaN	NaN	NaN
7697.549999999999	7547.7	7248.0	6619.2	6518.7	NaN
8738.6	8592.1	8504.2	7911.6	8023.2	NaN
7852.3	6736.7	NaN	NaN	NaN	NaN
6753.9	6771.0	NaN	NaN	NaN	NaN
7082.4	7355.5	7628.6	NaN	NaN	NaN
8258.4	8036.4	NaN	NaN	NaN	NaN
5870.5	5027.0	NaN	NaN	NaN	NaN
7833.3	7571.4	7343.9	7506.1	7190.8	7004.2
9576.699999999997	7963.9	7848.7	NaN	NaN	NaN
6826.925	6452.3	6119.3	NaN	NaN	NaN
7727.8	6998.0	5538.4	NaN	NaN	NaN
6770.900000000001	6464.1	6003.9	6152.8	5332.8	NaN
7936.0	6804.3	5801.4	NaN	NaN	NaN
7183.100000000002	5678.3	5343.9	NaN	NaN	NaN
7157.299999999999	6903.7	6650.1	NaN	NaN	NaN
5887.280000000002	5203.1	4714.4	NaN	NaN	NaN
5058.5	4729.8	NaN	NaN	NaN	NaN
5872.133333333333	5792.7	5554.4	5185.4	NaN	NaN
6768.800000000001	6595.6	6249.2	NaN	NaN	NaN
5644.1	4754.8	4664.7	4375.9	NaN	NaN
8874.8	8302.1	8460.0	NaN	NaN	NaN
7908.7	7698.0	6355.0	NaN	NaN	NaN
7577.300000000001	7519.1	7460.9	NaN	NaN	NaN
10010.7	9570.3	8983.1	8734.2	NaN	NaN
7166.6	5119.1	4709.6	NaN	NaN	NaN
6049.9	6048.2	NaN	NaN	NaN	NaN
7211.599999999999	6633.9	6056.2	NaN	NaN	NaN
8721.220000000001	8683.6	8495.5	NaN	NaN	NaN
10722.3	7399.5	7030.3	NaN	NaN	NaN
7041.674999999999	7010.9	6887.8	NaN	NaN	NaN
7959.6	7720.3	NaN	NaN	NaN	NaN
8806.8	8499.3	NaN	NaN	NaN	NaN
7969.0	7612.6	7015.9	7071.7	5998.4	5433.0
7299.75	7487.1	7861.8	7226.7	6763.7	5668.4
8856.900000000001	8541.2	7909.8	7983.9	7398.9	7055.0
7934.7	7158.7	7557.1	7375.7	NaN	NaN
6344.6	5917.7	NaN	NaN	NaN	NaN
8982.7	8624.2	7844.2	7330.9	NaN	NaN
7192.7	5470.7	5347.7	NaN	NaN	NaN
7035.4	6596.6	NaN	NaN	NaN	NaN
13120.9	8119.4	7119.1	7263.0	NaN	NaN
5950.633333333334	5324.5	5089.7	NaN	NaN	NaN
8075.3	7688.6	7916.6	NaN	NaN	NaN
7975.625	7945.2	7823.5	NaN	NaN	NaN
7653.499999999999	6811.4	6250.0	NaN	NaN	NaN
5611.866666666667	5524.3	5261.6	5137.9	NaN	NaN
9005.8	8530.8	7881.7	NaN	NaN	NaN
6935.3	6729.4	NaN	NaN	NaN	NaN
8062.7	7686.7	7498.7	6923.8	NaN	NaN
6958.150000000001	6804.6	6497.5	5231.4	NaN	NaN
8019.299999999999	6915.9	6180.3	NaN	NaN	NaN
9895.399999999998	9917.3	9961.1	8950.7	NaN	NaN
7493.0	6760.8	NaN	NaN	NaN	NaN
6652.6	6494.1	6335.6	5950.5	NaN	NaN
6670.8	6831.3	6884.8	NaN	NaN	NaN
6382.833333333334	6205.1	5671.9	NaN	NaN	NaN
6535.2	6172.0	5459.2	NaN	NaN	NaN
12593.4	7566.0	6847.8	NaN	NaN	NaN
5788.0	5236.8	NaN	NaN	NaN	NaN
8387.55	8202.9	7464.3	NaN	NaN	NaN
